NCT Number,Status,Conditions,Interventions,Sponsor,Collaborators,Sex,Age,Phases,Enrollment,Funder Type,Study Type,Start Date,Completion Date
NCT04535869,UNKNOWN,COVID-19,DRUG: Sofosbuvir 400 MG plus Daclatasvir 200mg,Mansoura University,,ALL,"ADULT, OLDER_ADULT",PHASE3,50,OTHER,INTERVENTIONAL,12/28/2020,9/3/2021
NCT04394169,COMPLETED,Post ICU Syndrome|Chronic Pain|Covid-19,BEHAVIORAL: Intervention program,Hospital Clinic of Barcelona,,ALL,"ADULT, OLDER_ADULT",NA,102,OTHER,INTERVENTIONAL,5/25/2020,10/22/2021
NCT05258669,RECRUITING,COVID-19,BIOLOGICAL: BBV152,Ocugen,,ALL,"ADULT, OLDER_ADULT",PHASE2|PHASE3,400,INDUSTRY,INTERVENTIONAL,2/20/2022,10/31/2023
NCT04750278,TERMINATED,Severe to Critical COVID 19 With Associated ARDS,DRUG: FP-025 100 mg|DRUG: FP-025 300 mg|DRUG: Placebo,"Foresee Pharmaceuticals Co., Ltd.",,ALL,"ADULT, OLDER_ADULT",PHASE2|PHASE3,90,INDUSTRY,INTERVENTIONAL,4/6/2021,4/18/2022
NCT05602558,NOT_YET_RECRUITING,COVID-19,BIOLOGICAL: LYB001|BIOLOGICAL: Placebo,"Yantai Patronus Biotech Co., Ltd.",,ALL,"ADULT, OLDER_ADULT",PHASE2|PHASE3,18000,INDUSTRY,INTERVENTIONAL,2022-12,2024-02
NCT04427878,UNKNOWN,Covid-19 Patients,PROCEDURE: biopsies of subcutaneous adipose tissue,Centre Hospitalier Universitaire de Nice,,ALL,"ADULT, OLDER_ADULT",NA,5,OTHER,INTERVENTIONAL,7/1/2020,7/9/2021
NCT04747158,COMPLETED,SARS-CoV-2 Infection|COVID-19 Infection,BIOLOGICAL: Convalescent plasma,Universidad Nacional de Asunción,"Consejo Nacional de Ciencias y Tecnología, Paraguay|Ministerio de Salud Pública y Bienestar Social, Paraguay|Centro de información y recursos para el desarrollo, Paraguay",ALL,"ADULT, OLDER_ADULT",PHASE2|PHASE3,350,OTHER,INTERVENTIONAL,8/10/2020,1/10/2021
NCT05438602,COMPLETED,COVID-19,DRUG: Nirmatrelvir|DRUG: Ritonavir|DRUG: Placebo for nirmatrelvir|DRUG: Placebo for ritonavir,Pfizer,,ALL,"CHILD, ADULT, OLDER_ADULT",PHASE2,157,INDUSTRY,INTERVENTIONAL,8/3/2022,11/13/2023
NCT04468958,COMPLETED,COVID-19|SARS-CoV2,BIOLOGICAL: SAB-185|OTHER: Normal saline,"SAb Biotherapeutics, Inc.","Department of Health and Human Services|JPEO, Chemical, Biological, Radiological, and Nuclear Defense (CBRND) Enabling Biotechnologies (EB)",ALL,ADULT,PHASE1,28,INDUSTRY,INTERVENTIONAL,7/1/2020,12/23/2020
NCT04575558,WITHDRAWN,Sars-CoV2,DRUG: Hydroxychloroquine and Azithromycin,Latin American Cooperative Oncology Group,Oncoclínicas,ALL,"ADULT, OLDER_ADULT",PHASE2,0,OTHER,INTERVENTIONAL,6/30/2020,10/30/2020
NCT05007678,COMPLETED,COVID-19,DRUG: leflunomide,Ashford and St. Peter's Hospitals NHS Trust,,ALL,"ADULT, OLDER_ADULT",PHASE3,178,OTHER,INTERVENTIONAL,9/16/2020,7/1/2022
NCT04860258,TERMINATED,Coronavirus|Covid19|SARS-CoV-2|Severe Acute Respiratory Syndrome,BIOLOGICAL: CVnCoV Vaccine,CureVac,,ALL,"ADULT, OLDER_ADULT",PHASE3,129,INDUSTRY,INTERVENTIONAL,4/22/2021,9/21/2021
NCT04979858,COMPLETED,Covid19|SARS-CoV2 Infection,DEVICE: Focal Mask,Georgia Institute of Technology,,ALL,"ADULT, OLDER_ADULT",NA,201,OTHER,INTERVENTIONAL,9/6/2021,3/15/2022
NCT05753202,ACTIVE_NOT_RECRUITING,COVID-19|Post-COVID-19 Syndrome|Post COVID-19 Condition,DEVICE: transcranial current direct stimulation,"Hospital San Carlos, Madrid",,ALL,"ADULT, OLDER_ADULT",NA,40,OTHER,INTERVENTIONAL,3/1/2023,6/30/2024
NCT04459702,WITHDRAWN,COVID|COVID-19|Corona Virus Infection|Coronavirus Infection|Coronavirus Sars-Associated as Cause of Disease Classified Elsewhere|Coronavirus-19|SARS-CoV 2|SARS Pneumonia,DRUG: hydroxychloroquine|DRUG: Azithromycin|DRUG: Ritonavir|DRUG: Lopinavir,ProgenaBiome,Big Corona Ltd.,ALL,"ADULT, OLDER_ADULT",PHASE2,0,OTHER,INTERVENTIONAL,2020-07,2021-12
NCT04939402,RECRUITING,SARS-CoV-2|Covid19,DIAGNOSTIC_TEST: Serological testing,Universitair Ziekenhuis Brussel,,ALL,"ADULT, OLDER_ADULT",NA,200,OTHER,INTERVENTIONAL,5/5/2021,2028-06
NCT05198102,COMPLETED,Prevention of COVID-19,BIOLOGICAL: Recombinant novel coronavirus vaccine (CHO cells),"Anhui Zhifei Longcom Biologic Pharmacy Co., Ltd.",,ALL,"ADULT, OLDER_ADULT",PHASE1|PHASE2,300,INDUSTRY,INTERVENTIONAL,12/29/2021,7/19/2022
NCT05465902,NOT_YET_RECRUITING,COVID-19|SARS-CoV-2 Infection,"BIOLOGICAL: Recombinant COVID-19 variant Vaccine (Sf9 Cell)|BIOLOGICAL: COVID-19 Vaccine (Vero Cell), Inactivated|BIOLOGICAL: mRNA COVID-19 vaccine (Moderna)|BIOLOGICAL: Viral Vector COVID-19 vaccine (AstraZeneca)","WestVac Biopharma Co., Ltd.",,ALL,"ADULT, OLDER_ADULT",PHASE2,600,INDUSTRY,INTERVENTIONAL,2023-07,2023-12
NCT05197478,UNKNOWN,COVID-19|Lifestyle Factors,"OTHER: Mini Nutritional Assessment ,Pıtsburg Sleep Qualıty Scale, Short Physical Activity Survey",Fatih Sultan Mehmet Training and Research Hospital,,ALL,"ADULT, OLDER_ADULT",NA,66,OTHER,INTERVENTIONAL,1/1/2021,2/1/2022
NCT05430958,WITHDRAWN,Coronavirus Infection,DRUG: INO-4800|DRUG: INO-9112|DEVICE: CELLECTRA® 2000,Inovio Pharmaceuticals,,ALL,"ADULT, OLDER_ADULT",PHASE1,0,INDUSTRY,INTERVENTIONAL,2022-10,2024-03
NCT04513158,RECRUITING,Covid19,BIOLOGICAL: Convalescent Plasma,"Joseph M. Flynn, D.O., MPH",,ALL,"ADULT, OLDER_ADULT",PHASE2,100,OTHER,INTERVENTIONAL,8/14/2020,12/31/2021
NCT04847102,UNKNOWN,COVID-19|SARS-CoV-2,BIOLOGICAL: SARS-CoV-2 mRNA Vaccine|BIOLOGICAL: Placebo,"Walvax Biotechnology Co., Ltd.","Abogen Biosciences Co. Ltd.|Yuxi Walvax Biotechnology Co., Ltd.",ALL,"ADULT, OLDER_ADULT",PHASE3,28000,INDUSTRY,INTERVENTIONAL,7/22/2021,5/30/2023
NCT05293678,COMPLETED,Healthy,DRUG: REGN15160 (IV)|DRUG: Matching Placebo (IV)|DRUG: REGN15160 (SC)|DRUG: Matching Placebo (SC),Regeneron Pharmaceuticals,,ALL,ADULT,PHASE1,104,INDUSTRY,INTERVENTIONAL,4/12/2022,1/26/2023
NCT05209178,COMPLETED,COVID-19 Pandemic,DIAGNOSTIC_TEST: Collection of nasal and oropharyngeal specimen for COVID19 antigen test,"Rigshospitalet, Denmark","Emergency Medical Services, Capital Region, Denmark|Technical University of Denmark|Copenhagen Medical A/S",ALL,"CHILD, ADULT, OLDER_ADULT",NA,3070,OTHER,INTERVENTIONAL,2/4/2022,5/6/2022
NCT04436458,WITHDRAWN,COVID,DRUG: Niclosamide Oral Tablet|DRUG: Placebo,"First Wave BioPharma, Inc.",,ALL,"ADULT, OLDER_ADULT",PHASE2,0,INDUSTRY,INTERVENTIONAL,1/20/2022,1/20/2022
NCT06095258,NOT_YET_RECRUITING,Long COVID,DRUG: Traditional Chinese medicine treatment|DRUG: Western medicine treatment,Chinese University of Hong Kong,,ALL,"CHILD, ADULT, OLDER_ADULT",PHASE2,162,OTHER,INTERVENTIONAL,12/1/2023,2/28/2026
NCT04610502,COMPLETED,Covid19,BIOLOGICAL: Administration of Equine immunoglobulin anti SARS-CoV-2,Caja Costarricense de Seguro Social,Universidad de Costa Rica|Ministry of Health Costa Rica,ALL,"ADULT, OLDER_ADULT",PHASE2,26,OTHER_GOV,INTERVENTIONAL,9/6/2020,12/6/2020
NCT04530578,UNKNOWN,Covid19|Pneumonia,DRUG: Heparin sodium|DRUG: Enoxaparin,"Clinica San Camilo, Argentina",,ALL,"ADULT, OLDER_ADULT",PHASE4,200,OTHER,INTERVENTIONAL,6/1/2020,6/1/2021
NCT05031858,UNKNOWN,COVID-19 Acute Respiratory Distress Syndrome,OTHER: Respiratory physiotherapy,NUMEN Foundation,Hospital de Emergencias Enfermera Isabel Zendal de Madrid,ALL,"ADULT, OLDER_ADULT",NA,40,OTHER,INTERVENTIONAL,9/25/2021,4/15/2022
NCT04666558,COMPLETED,Cancer|Lung Diseases|Liver Diseases,OTHER: Exercise & Nutrition|OTHER: Exercise & Nutrition,University of Alberta,Alberta Innovates Health Solutions,ALL,"ADULT, OLDER_ADULT",NA,216,OTHER,INTERVENTIONAL,11/30/2020,8/31/2022
NCT05293223,ACTIVE_NOT_RECRUITING,COVID-19 Vaccine,BIOLOGICAL: Ad5-nCov,Fundación Huésped,Dalhousie University|CanSino Biologics Inc.,ALL,"ADULT, OLDER_ADULT",PHASE2,450,OTHER,INTERVENTIONAL,10/1/2021,4/15/2023
NCT04756323,UNKNOWN,COVID-19,BIOLOGICAL: medium dosage inactivated SARS-CoV-2 vaccine|BIOLOGICAL: high dosage inactivated SARS-CoV-2 vaccine|BIOLOGICAL: Placebo,"Beijing Minhai Biotechnology Co., Ltd","Shenzhen Kangtai Biological Products Co., LTD|Jiangsu Province Centers for Disease Control and Prevention",ALL,"ADULT, OLDER_ADULT",PHASE2,1000,INDUSTRY,INTERVENTIONAL,10/27/2020,2/28/2022
NCT04335123,COMPLETED,COVID-19,DRUG: Losartan,University of Kansas Medical Center,,ALL,"ADULT, OLDER_ADULT",PHASE1,34,OTHER,INTERVENTIONAL,4/4/2020,8/17/2020
NCT04397523,COMPLETED,Convalescent Plasma|COVID-19|SARS-CoV 2,BIOLOGICAL: anti-SARS-CoV-2 convalescent plasma,Institute for Transfusion Medicine of RNM,"University Clinic for Infectious Diseases, North Macedonia",ALL,"ADULT, OLDER_ADULT",NA,200,OTHER_GOV,INTERVENTIONAL,4/30/2020,5/10/2021
NCT04370223,UNKNOWN,COVID-19 Pneumonia,BIOLOGICAL: Ozone auto-hemotherapy,Institut d'Investigació Biomèdica de Girona Dr. Josep Trueta,Clinica Nuestra Senora del Rosario,ALL,"ADULT, OLDER_ADULT",PHASE3,208,OTHER,INTERVENTIONAL,5/25/2020,12/25/2020
NCT04683328,UNKNOWN,Covid19,BIOLOGICAL: SCTA01|BIOLOGICAL: SCTA01 Placebo,Sinocelltech Ltd.,,ALL,"ADULT, OLDER_ADULT",PHASE2|PHASE3,560,INDUSTRY,INTERVENTIONAL,2/25/2021,11/25/2021
NCT06082258,NOT_YET_RECRUITING,Post-acute COVID-19 Syndrome,OTHER: Training in the management of functional disorders|OTHER: Reimbursement of 3 long consultations,Assistance Publique - Hôpitaux de Paris,"ANRS, Emerging Infectious Diseases",ALL,"ADULT, OLDER_ADULT",NA,672,OTHER,INTERVENTIONAL,2023-11,2025-03
NCT05334758,COMPLETED,COVID-19,DEVICE: Bio-Self COVID-19 Antigen Home Test|DEVICE: Standard of Care COVID-19 Test|DIAGNOSTIC_TEST: RT-PCR Test,"BioTeke USA, LLC",CSSi Life Sciences,ALL,"CHILD, ADULT, OLDER_ADULT",NA,282,INDUSTRY,INTERVENTIONAL,5/12/2022,7/25/2022
NCT05897541,RECRUITING,SARS-CoV-2 Infection,DRUG: S-217622|DRUG: Placebo,Shionogi,,ALL,"CHILD, ADULT, OLDER_ADULT",PHASE3,2200,INDUSTRY,INTERVENTIONAL,6/9/2023,2/28/2024
NCT04381936,RECRUITING,Severe Acute Respiratory Syndrome,DRUG: Lopinavir-Ritonavir|DRUG: Corticosteroid|DRUG: Hydroxychloroquine|DRUG: Azithromycin|BIOLOGICAL: Convalescent plasma|DRUG: Tocilizumab|BIOLOGICAL: Immunoglobulin|DRUG: Synthetic neutralising antibodies|DRUG: Aspirin|DRUG: Colchicine|DRUG: Baricitinib|DRUG: Anakinra|DRUG: Dimethyl fumarate|DRUG: High Dose Corticosteroid|DRUG: Empagliflozin|DRUG: Sotrovimab|DRUG: Molnupiravir|DRUG: Paxlovid|DRUG: Baloxavir Marboxil|DRUG: Oseltamivir|DRUG: Low-dose corticosteroids: Dexamethasone|DRUG: Low-dose corticosteroids: Dexamethasone,University of Oxford,"UK Research and Innovation|National Institute for Health Research, United Kingdom|Wellcome|Bill and Melinda Gates Foundation|Department for International Development, United Kingdom|Health Data Research UK|Medical Research Council Population Health Research Unit|NIHR Clinical Trials Unit Support Funding|NIHR Health Protection Research Unit in Emerging and Zoonotic Infections|Flu Lab",ALL,"CHILD, ADULT, OLDER_ADULT",PHASE3,70000,OTHER,INTERVENTIONAL,3/19/2020,6/30/2036
NCT04595136,UNKNOWN,SARS-CoV-2 Infection,DRUG: Drug COVID19-0001-USR|DRUG: normal saline,United Medical Specialties,,ALL,"ADULT, OLDER_ADULT",PHASE1|PHASE2,60,OTHER,INTERVENTIONAL,11/2/2020,8/30/2021
NCT05033223,COMPLETED,Post Traumatic Stress Disorder,OTHER: PTSD evaluation of emergency room staff 9 and 12 months after the end of second lockdown in France during COvid-19 pandemic,Hospices Civils de Lyon,,ALL,"ADULT, OLDER_ADULT",NA,71,OTHER,INTERVENTIONAL,10/12/2021,1/16/2022
NCT04859023,COMPLETED,SARS-CoV Infection,DIAGNOSTIC_TEST: saliva sample combined to an anterior nare self-swabbing (Self-samples)|DIAGNOSTIC_TEST: saliva sample (Self-sample)|OTHER: Survey of SARS-COV-19 knowledge|OTHER: Survey of acceptability of the different self-samples.,Centre Hospitalier Universitaire de Saint Etienne,,ALL,"CHILD, ADULT, OLDER_ADULT",NA,10000,OTHER,INTERVENTIONAL,2/22/2021,2/28/2021
NCT04410328,COMPLETED,Covid19,DRUG: Dipyridamole ER 200mg/ Aspirin 25mg orally/enterally AND Standard of care|OTHER: Standard of care,"Rutgers, The State University of New Jersey",Boehringer Ingelheim,ALL,"ADULT, OLDER_ADULT",PHASE3,99,OTHER,INTERVENTIONAL,10/21/2020,10/15/2021
NCT04321928,TERMINATED,SARS-CoV-2|Coronavirus|COVID-19|2019-nCoV|2019nCoV,BEHAVIORAL: Personalized health education|BEHAVIORAL: General health education,University of Pecs,,ALL,"ADULT, OLDER_ADULT",NA,449,OTHER,INTERVENTIONAL,4/1/2020,9/30/2021
NCT06002841,NOT_YET_RECRUITING,Severe Acute Respiratory Syndrome (SARS)|Acute Respiratory Distress Syndrome (ARDS)|Pneumonia,BIOLOGICAL: intravenous treatment with EVs|BIOLOGICAL: intravenous treatment with placebo solution,D'Or Institute for Research and Education,Hospital Sao Rafael|Rio de Janeiro State Research Supporting Foundation (FAPERJ)|Oswaldo Cruz Foundation,ALL,"ADULT, OLDER_ADULT",PHASE1|PHASE2,15,OTHER,INTERVENTIONAL,2/1/2024,6/1/2025
NCT04354428,TERMINATED,COVID-19|SARS-CoV-2,DRUG: Ascorbic Acid|DRUG: Hydroxychloroquine Sulfate|DRUG: Azithromycin|DRUG: Folic Acid|DRUG: Lopinavir 200 MG / Ritonavir 50 MG [Kaletra],University of Washington,Bill and Melinda Gates Foundation,ALL,"ADULT, OLDER_ADULT",PHASE2|PHASE3,289,OTHER,INTERVENTIONAL,4/16/2020,11/30/2020
NCT05780541,TERMINATED,COVID-19,DRUG: PF-07304814|DRUG: Placebo|BIOLOGICAL: Remdesivir,National Institute of Allergy and Infectious Diseases (NIAID),"International Network for Strategic Initiatives in Global HIV Trials (INSIGHT)|University of Copenhagen|Medical Research Council|Kirby Institute|Washington D.C. Veterans Affairs Medical Center|AIDS Clinical Trials Group|National Heart, Lung, and Blood Institute (NHLBI)|US Department of Veterans Affairs|Prevention and Early Treatment of Acute Lung Injury|Cardiothoracic Surgical Trials Network|Pfizer|University of Minnesota",ALL,"ADULT, OLDER_ADULT",PHASE3,58,NIH,INTERVENTIONAL,9/15/2021,7/14/2023
NCT04610541,UNKNOWN,SARS-CoV-2 Infection,DRUG: Remdesivir-HU,University of Pecs,HECRIN Consortium|Hungarian Ministry of Innovation and Technology,ALL,"CHILD, ADULT, OLDER_ADULT",PHASE3,2000,OTHER,INTERVENTIONAL,10/12/2020,11/30/2021
NCT04854941,COMPLETED,Coronavirus Infection,OTHER: Probiotics,I.M. Sechenov First Moscow State Medical University,,ALL,"ADULT, OLDER_ADULT",NA,200,OTHER,INTERVENTIONAL,12/10/2020,4/10/2021
NCT05148936,UNKNOWN,Covid19,OTHER: COVID-19 Testing Home-based (Aim 1)|OTHER: COVID-19 Testing Mobile (Aim 1)|OTHER: COVID-19 Testing Mobile Approach 1 (Aim 2)|OTHER: COVID-19 Testing Mobile Approach 2 (Aim 2),San Diego State University,National Cancer Institute (NCI),ALL,"CHILD, ADULT, OLDER_ADULT",NA,42000,OTHER,INTERVENTIONAL,10/25/2020,2022-06
NCT04615936,COMPLETED,COVID-19|Corona Virus Infection|SARS-CoV 2,OTHER: Methylene-Blue Photodisinfection,Sunnybrook Health Sciences Centre,,ALL,"CHILD, ADULT, OLDER_ADULT",NA,45,OTHER,INTERVENTIONAL,10/13/2020,10/19/2021
NCT04489628,WITHDRAWN,SARS-CoV Infection,DRUG: Vitamin D3 or Placebo|DEVICE: Doctella telehealth monitoring,University Hospitals Cleveland Medical Center,Northwestern University,ALL,"ADULT, OLDER_ADULT",PHASE1|PHASE2,0,OTHER,INTERVENTIONAL,8/1/2020,6/1/2021
NCT05616728,RECRUITING,COVID-19,DRUG: EDP-235|DRUG: Placebo,"Enanta Pharmaceuticals, Inc",,ALL,ADULT,PHASE2,200,INDUSTRY,INTERVENTIONAL,11/10/2022,2023-03
NCT04682041,COMPLETED,Covid19,DIETARY_SUPPLEMENT: Bovine Plasma-Derived Immunoglobulin Concentrate|OTHER: Standard of care,"Entera Health, Inc","Lemus Buhils, SL|Clinical Research Unit, IMIM (Hospital del Mar Medical Research Institute)",ALL,"ADULT, OLDER_ADULT",NA,200,INDUSTRY,INTERVENTIONAL,12/22/2020,2/21/2022
NCT04847141,TERMINATED,COVID-19|Severe Acute Respiratory Syndrome Coronavirus 2 (SARS-CoV-2) Infection,BIOLOGICAL: C19-IG 20%|DRUG: 0.9% Sodium chloride,Grifols Therapeutics LLC,,ALL,"ADULT, OLDER_ADULT",PHASE3,465,INDUSTRY,INTERVENTIONAL,4/28/2021,12/27/2021
NCT04441684,COMPLETED,SARS-CoV-2 Serological Status|SARS-CoV-2 Seroprevalence,DIAGNOSTIC_TEST: Blood sample for serological test,"University Hospital, Strasbourg, France",,ALL,"ADULT, OLDER_ADULT",NA,1466,OTHER,INTERVENTIONAL,4/17/2020,7/16/2021
NCT04522128,COMPLETED,COVID|Quality of Life|Behavior|Social Isolation,BEHAVIORAL: Behaviour Change Technique Intervention to Improve Quality of Life,University of Manchester,,ALL,"ADULT, OLDER_ADULT",NA,274,OTHER,INTERVENTIONAL,5/22/2020,9/1/2021
NCT04619628,COMPLETED,COVID-19,BIOLOGICAL: COVI-VAC|OTHER: Placebo,"Codagenix, Inc",,ALL,ADULT,PHASE1,48,INDUSTRY,INTERVENTIONAL,12/11/2020,5/30/2022
NCT05126628,COMPLETED,COVID-19,DRUG: Proxalutamide|DRUG: Placebo,Corpometria Institute,"Hospital da Brigada Militar de Porto Alegre, Porto Alegre, Brazil|Hospital Arcanjo Sao Miguel, Gramado, Brazil|Hospital Unimed Chapeco, Chapeco, Brazil",ALL,"ADULT, OLDER_ADULT",PHASE3,133,OTHER,INTERVENTIONAL,3/6/2021,4/15/2021
NCT04708236,WITHDRAWN,COVID-19,DRUG: ORTD-1 low dose|DRUG: ORTD-1 mid dose|DRUG: ORTD-1 high dose|OTHER: Vehicle control,"Oryn Therapeutics, LLC",,ALL,"ADULT, OLDER_ADULT",PHASE1|PHASE2,0,INDUSTRY,INTERVENTIONAL,2021-04,2021-07
NCT04619680,ACTIVE_NOT_RECRUITING,Pulmonary Fibrosis|Interstitial Lung Disease|Respiratory Disease,DRUG: Nintedanib|DRUG: Placebo,Icahn School of Medicine at Mount Sinai,Boehringer Ingelheim,ALL,"ADULT, OLDER_ADULT",PHASE4,103,OTHER,INTERVENTIONAL,11/18/2020,2024-04
NCT05354024,ACTIVE_NOT_RECRUITING,Coronavirus Infections|Healthy,BIOLOGICAL: NDV-HXP-S 10μg|BIOLOGICAL: BNT162b2 30μg,Butantan Institute,,ALL,"ADULT, OLDER_ADULT",PHASE2|PHASE3,4400,OTHER_GOV,INTERVENTIONAL,2/28/2023,9/25/2024
NCT04362124,WITHDRAWN,COVID-19,BIOLOGICAL: vaccine BCG|OTHER: Placebo,Universidad de Antioquia,,ALL,"ADULT, OLDER_ADULT",PHASE3,0,OTHER,INTERVENTIONAL,2020-08,2021-11
NCT05254301,RECRUITING,COVID-19,OTHER: Intervention group,Universitair Ziekenhuis Brussel,Vrije Universiteit Brussel,ALL,"ADULT, OLDER_ADULT",NA,66,OTHER,INTERVENTIONAL,4/24/2022,2024-03
NCT05281601,ACTIVE_NOT_RECRUITING,SARS-CoV-2,DRUG: AZD7442,AstraZeneca,,ALL,CHILD,PHASE1,46,INDUSTRY,INTERVENTIONAL,3/21/2022,3/29/2024
NCT04798001,RECRUITING,Covid19,"BIOLOGICAL: Investigational vaccine against SARS-CoV-2 [MV-014-212] Dosage 1, Single Dose, Intranasal Drops|BIOLOGICAL: Investigational vaccine against SARS-CoV-2 [MV-014-212] Dosage 2, Single Dose, Intranasal Drops|BIOLOGICAL: Investigational vaccine against SARS-CoV-2 [MV-014-212] Dosage 3, Single Dose, Intranasal Drops|BIOLOGICAL: Investigational vaccine against SARS-CoV-2 [MV-014-212] Dosage 3, Two Doses, Intranasal Drops|BIOLOGICAL: Investigational vaccine against SARS-CoV-2 [MV-014-212] Dosage 3, Single Dose, Intranasal Spray","Meissa Vaccines, Inc.",,ALL,"ADULT, OLDER_ADULT",PHASE1,130,INDUSTRY,INTERVENTIONAL,4/12/2021,10/31/2022
NCT05923424,RECRUITING,Healthy Volunteers,DRUG: REGN17092|DRUG: Matching Placebo,Regeneron Pharmaceuticals,,ALL,ADULT,PHASE1,128,INDUSTRY,INTERVENTIONAL,11/28/2023,4/30/2025
NCT05040724,UNKNOWN,To Assess the Reduction in the Viral Load of SARS-CoV-2 in Patients Receiving Ivermectin Compared to Those Receiving Standard Care,DRUG: Ivermectin,Raincy Montfermeil Hospital Group,,ALL,"ADULT, OLDER_ADULT",PHASE3,200,NETWORK,INTERVENTIONAL,5/28/2021,2022-06
NCT04956224,COMPLETED,SARS-CoV-2 Virus Infection,BIOLOGICAL: VLA2001,Valneva Austria GmbH,,ALL,"ADULT, OLDER_ADULT",PHASE3,306,INDUSTRY,INTERVENTIONAL,8/9/2021,11/18/2022
NCT04608201,COMPLETED,SARS-COV2,DRUG: Nicotine 7 mg/ 24h Transdermal Patch - 24 Hour|DRUG: Placebo of NICOTINE Transdermal patch,Assistance Publique - Hôpitaux de Paris,,ALL,"ADULT, OLDER_ADULT",PHASE3,32,OTHER,INTERVENTIONAL,12/9/2020,11/5/2021
NCT04391101,UNKNOWN,SARS-Cov-2,DRUG: Convalescent plasma,Hospital San Vicente Fundación,Clínica León XIII|Grupo de Inmunodeficiencias primarias Universidad de Antioquia|Clínica Universitaria Bolivariana|Hospital Pablo Tobón Uribe|Clínica Rosario El Tesoro|Clínica Las Américas|Clínica Cardiovid,ALL,"ADULT, OLDER_ADULT",PHASE3,231,OTHER,INTERVENTIONAL,2020-06,2021-12
NCT04382924,COMPLETED,COVID,DRUG: NP-120 (Ifenprodil),Algernon Pharmaceuticals,Novotech (Australia),ALL,"ADULT, OLDER_ADULT",PHASE2|PHASE3,168,INDUSTRY,INTERVENTIONAL,8/5/2020,1/26/2021
NCT04353180,UNKNOWN,COVID19,DRUG: Drug Isotretinoin (13 cis retinoic acid ) capsules+standard treatment|DRUG: Isotretinoin(Aerosolized 13 cis retinoic acid) +standard treatment|DRUG: Isotretinoin (13 cis retinoic acid ) capsules|DRUG: Aerosolized 13 cis retinoic acid|DRUG: Standard treatment,Kafrelsheikh University,"1-Foshan University Laboratory of Emerging Infectious Disease Institute of Translational Medicine The First Hospital of Jilin University China|2-Montefiore Health System and Albert Einstein College of Medicine, Newyork, United States of America (U.S.A).|2-Faculty of Science, Kafrelsheikh University, Egypt.",ALL,"ADULT, OLDER_ADULT",PHASE3,100000,OTHER,INTERVENTIONAL,2021-08,2021-11
NCT04476680,UNKNOWN,SARS-CoV Infection|Vitamin D Deficiency|Covid19|Acute Respiratory Tract Infection,DIETARY_SUPPLEMENT: Vitamin D,Royal Centre for Defence Medicine,Leeds Beckett University|Liverpool John Moores University,ALL,ADULT,NA,900,OTHER_GOV,INTERVENTIONAL,9/1/2020,4/28/2021
NCT05800080,NOT_YET_RECRUITING,Gastric Cancer,DRUG: Penpulimab combined with Anlotinib Hydrochloride Capsules and chemotherapy;Cadonilimab combined with Anlotinib Hydrochloride Capsules and chemotherapy,Xijing Hospital,,ALL,"ADULT, OLDER_ADULT",NA,114,OTHER,INTERVENTIONAL,2023-04,2025-02
NCT06141824,COMPLETED,COVID-19|Influenza,DEVICE: Lucira COVID-19 & Flu Test,Lucira Health Inc,,ALL,"CHILD, ADULT, OLDER_ADULT",NA,1066,INDUSTRY,INTERVENTIONAL,10/11/2022,2/16/2023
NCT05054101,WITHDRAWN,PTSD,OTHER: Real-time assessment using the VieCovid2020 smartphone application,Assistance Publique - Hôpitaux de Paris,,ALL,"ADULT, OLDER_ADULT",NA,0,OTHER,INTERVENTIONAL,12/15/2021,6/15/2023
NCT05220280,RECRUITING,Covid19|Coronavirus Disease 2019|SARS-CoV-2 Acute Respiratory Disease,DRUG: Imatinib|DRUG: Infliximab,Clinical Urology and Epidemiology Working Group,University of Helsinki|World Health Organization|Helsinki University Central Hospital|Hyvinkää Hospital|Kanta-Häme Central Hospital|Kuopio University Hospital|City of Helsinki|Oulu University Hospital|Porvoo Hospital|Seinajoki Central Hospital|Mikkeli Central Hospital|Tampere University Hospital,ALL,"ADULT, OLDER_ADULT",PHASE4,400,OTHER_GOV,INTERVENTIONAL,2/6/2022,2025-12
NCT04588480,COMPLETED,SARS-CoV-2 Infection|COVID-19,BIOLOGICAL: BNT162b2|OTHER: Placebo,BioNTech SE,Pfizer,ALL,"ADULT, OLDER_ADULT",PHASE4,160,INDUSTRY,INTERVENTIONAL,10/21/2020,11/25/2021
NCT04932824,COMPLETED,COVID-19,BIOLOGICAL: SCB-2019,Clover Biopharmaceuticals AUS Pty Ltd,,ALL,"ADULT, OLDER_ADULT",PHASE1,137,INDUSTRY,INTERVENTIONAL,1/19/2021,12/16/2021
NCT04495101,COMPLETED,COVID-19,BIOLOGICAL: Prolastin|DRUG: Standard Medical Treatment,"Instituto Grifols, S.A.",,ALL,"ADULT, OLDER_ADULT",PHASE2,100,INDUSTRY,INTERVENTIONAL,7/29/2020,6/10/2021
