NCT Number,Status,Conditions,Interventions,Sponsor,Collaborators,Sex,Age,Phases,Enrollment,Funder Type,Study Type,Start Date,Completion Date
NCT04589468,RECRUITING,Breast Cancer|Prostate Cancer|Colorectal Cancer|Stage I Breast Cancer|Stage II Breast Cancer|Stage III Breast Cancer|Stage I Prostate Cancer|Stage II Prostate Cancer|Stage III Prostate Cancer|Stage I Colorectal Cancer|Stage II Colorectal Cancer|Stage III Colorectal Cancer,OTHER: Exercise,Memorial Sloan Kettering Cancer Center,,ALL,"ADULT, OLDER_ADULT",NA,70,OTHER,INTERVENTIONAL,10/2/2020,10/2/2024
NCT05742945,ACTIVE_NOT_RECRUITING,Breast Cancer Lymphedema,PROCEDURE: Immediate lymphatic reconstruction,National Taiwan University Hospital,,FEMALE,"ADULT, OLDER_ADULT",NA,240,OTHER,INTERVENTIONAL,2/14/2023,2028-08
NCT04418115,RECRUITING,"Fatigue|Depression, Anxiety|Insomnia|Hot Flashes|Quality of Life",OTHER: Acupuncture; based on Tradidtional Chinese Medicine,Kristiania University College,"Norwegian Cancer Society|University of Bergen|Memorial Sloan Kettering Cancer Center|Dana-Farber Cancer Institute|University Hospital, Akershus|University of York|University of Tromso",FEMALE,"ADULT, OLDER_ADULT",NA,250,OTHER,INTERVENTIONAL,9/1/2021,12/1/2024
NCT04609215,RECRUITING,Triple Negative Breast Cancer|Breast Cancer|Metastatic Breast Cancer,OTHER: ALECSAT,Henrik Ditzel,"CytoVac A/S|National Board of Health, Denmark",FEMALE,"ADULT, OLDER_ADULT",PHASE1|PHASE2,20,OTHER,INTERVENTIONAL,4/21/2020,5/21/2023
NCT05914415,NOT_YET_RECRUITING,Mastectomy; Lymphedema|Breast Cancer,OTHER: Supportive care and education before surgery,Saglik Bilimleri Universitesi,,ALL,"ADULT, OLDER_ADULT",NA,70,OTHER,INTERVENTIONAL,7/1/2023,12/30/2023
NCT04680715,RECRUITING,Localized Breast Cancer,RADIATION: Per-Operative Radiotherapy technique by Papillon +TM,Centre Antoine Lacassagne,,FEMALE,OLDER_ADULT,NA,40,OTHER,INTERVENTIONAL,7/16/2021,2028-06
NCT05520515,NOT_YET_RECRUITING,Breast Cancer,OTHER: Aquatic Training Plus Health Education|OTHER: Land Training Plus Health Education|OTHER: Health Education,Federal University of Pelotas,,FEMALE,"ADULT, OLDER_ADULT",NA,48,OTHER,INTERVENTIONAL,9/1/2022,8/30/2025
NCT06131515,RECRUITING,Carpal Tunnel Syndrome,DEVICE: extra corporeal shock wave therapy device,Cairo University,,FEMALE,ADULT,NA,68,OTHER,INTERVENTIONAL,2023-11,2023-12
NCT04499950,ACTIVE_NOT_RECRUITING,Breast Cancer|Overweight or Obesity,DRUG: Contrave|BEHAVIORAL: Behavioral Weight Loss,Sidney Kimmel Comprehensive Cancer Center at Johns Hopkins,American Institute for Cancer Research|Breast Cancer Research Foundation|Hopkins-WellSpan Cancer Research Fund,FEMALE,"ADULT, OLDER_ADULT",PHASE2,55,OTHER,INTERVENTIONAL,2/8/2021,12/31/2023
NCT04979715,COMPLETED,Breast Cancer Surgery,PROCEDURE: physitherapy follow-up|OTHER: control,Pamukkale University,,FEMALE,"ADULT, OLDER_ADULT",NA,63,OTHER,INTERVENTIONAL,7/1/2020,1/19/2022
NCT04860115,UNKNOWN,Inflammatory Markers,PROCEDURE: Modified pectoralis block (PEC II) and pecto-intercostal fascial plane block (PIFB),"St. Elizabeth Cancer Institute, Slovakia",F.D. Roosevelt Teaching Hospital with Policlinic Banska Bystrica|Louis Pasteur University Hospital Kosice,FEMALE,"ADULT, OLDER_ADULT",NA,120,OTHER,INTERVENTIONAL,11/1/2021,12/1/2023
NCT04644315,TERMINATED,"Neoplasms|Colorectal Neoplasms|Melanoma|Pancreatic Neoplasms|Sarcoma|Ovarian Neoplasms|Brain Neoplasms|Thyroid Neoplasms|Neuroendocrine Tumors|Cholangiocarcinoma|Salivary Gland Neoplasms|Head and Neck Neoplasms|Thyroid Cancer, Papillary|Lymphoma, Large-Cell, Anaplastic|Neoplasms by Site|Respiratory Tract Neoplasms|Thoracic Neoplasms|Respiratory Tract Diseases|Carcinoma, Bronchogenic|Bronchial Neoplasms|Intestinal Neoplasms|Gastrointestinal Neoplasms|Digestive System Neoplasms|Digestive System Diseases|Gastrointestinal Diseases|Colonic Diseases|Intestinal Diseases|Central Nervous System",DRUG: Alectinib,Hoffmann-La Roche,,ALL,"ADULT, OLDER_ADULT",PHASE2,1,INDUSTRY,INTERVENTIONAL,5/24/2021,5/16/2022
NCT04530890,RECRUITING,Breast Cancer|Digestive Cancer|Gynecologic Cancer|Circulating Tumor DNA|Exosomes,DIAGNOSTIC_TEST: Blood samples,Poitiers University Hospital,,ALL,"ADULT, OLDER_ADULT",NA,1000,OTHER,INTERVENTIONAL,1/20/2021,2030-09
NCT05746897,RECRUITING,Ovarian Cancer|Melanoma|Triple Negative Breast Cancer|Colorectal Cancer,DRUG: NM1F Injection|DRUG: Pembrolizumab injection,"Hefei TG ImmunoPharma Co., Ltd.",,ALL,"ADULT, OLDER_ADULT",PHASE1,38,OTHER,INTERVENTIONAL,4/13/2023,9/30/2027
NCT04300556,RECRUITING,Solid Tumor,DRUG: Farletuzumab ecteribulin|DRUG: Prednisone|DRUG: Prednisolone|DRUG: Dexamethasone,Eisai Inc.,Bristol-Myers Squibb,ALL,"ADULT, OLDER_ADULT",PHASE1|PHASE2,142,INDUSTRY,INTERVENTIONAL,8/6/2020,3/31/2025
NCT04222790,COMPLETED,Early Breast Cancer,DRUG: monosialic gangliosides|OTHER: Placebo,Henan Cancer Hospital,,FEMALE,"ADULT, OLDER_ADULT",PHASE2,159,OTHER_GOV,INTERVENTIONAL,8/28/2020,4/21/2022
NCT05461690,NOT_YET_RECRUITING,Homologous Recombination Deficiency|Triple Negative Breast Cancer,DRUG: Niraparib,Zhejiang Cancer Hospital,Sun Yat-sen University|Hunan Cancer Hospital|Fujian Cancer Hospital|Zhejiang University|Taizhou Hospital of Zhejiang Province affiliated to Wenzhou Medical University,FEMALE,"ADULT, OLDER_ADULT",PHASE2,50,OTHER,INTERVENTIONAL,9/1/2022,6/30/2025
NCT05551897,COMPLETED,Healthy Subjects,DRUG: Camizestrant|DRUG: Itraconazole,AstraZeneca,Parexel,FEMALE,"ADULT, OLDER_ADULT",PHASE1,14,INDUSTRY,INTERVENTIONAL,10/4/2022,12/28/2022
NCT05874297,NOT_YET_RECRUITING,Anatomic Stage I Breast Cancer AJCC v8|Anatomic Stage II Breast Cancer AJCC v8|Anatomic Stage III Breast Cancer AJCC v8,OTHER: Best Practice|BEHAVIORAL: Internet-Based Intervention|OTHER: Questionnaire Administration,Fred Hutchinson Cancer Center,,FEMALE,"ADULT, OLDER_ADULT",NA,50,OTHER,INTERVENTIONAL,2/11/2024,12/31/2024
NCT05867667,RECRUITING,Breast Cancer|Cardiovascular Diseases,OTHER: Cardiac Rehab,University of Michigan Rogel Cancer Center,,ALL,"ADULT, OLDER_ADULT",NA,30,OTHER,INTERVENTIONAL,2024-03,2025-08
NCT05074290,RECRUITING,Breast Cancer,DRUG: Epidiferphane|DRUG: Taxane Chemotherapy,University of Florida,,ALL,"ADULT, OLDER_ADULT",PHASE1|PHASE2,74,OTHER,INTERVENTIONAL,3/22/2023,2026-01
NCT06175390,NOT_YET_RECRUITING,Triple Negative Breast Cancer,RADIATION: 68Ga-FAPI-46 PET/CT|BIOLOGICAL: Tumor samples analysis|BIOLOGICAL: Blood samples analysis: Circulating Tumor DNA,Institut Curie,Hoffmann-La Roche,FEMALE,"ADULT, OLDER_ADULT",PHASE2,160,OTHER,INTERVENTIONAL,2/15/2024,2/15/2029
NCT05169567,ACTIVE_NOT_RECRUITING,Breast Neoplasm|Neoplasm Metastasis,DRUG: Abemaciclib|DRUG: Fulvestrant|DRUG: Placebo,Eli Lilly and Company,,ALL,"ADULT, OLDER_ADULT",PHASE3,368,INDUSTRY,INTERVENTIONAL,3/11/2022,2/16/2026
NCT05189067,RECRUITING,HER2-positive Breast Cancer|Adjuvant Therapy,DRUG: Paclitaxel|DRUG: Trastuzumab|DRUG: Docetaxel,"Second Affiliated Hospital, School of Medicine, Zhejiang University",,FEMALE,"ADULT, OLDER_ADULT",PHASE2|PHASE3,190,OTHER,INTERVENTIONAL,1/31/2022,6/30/2025
NCT05889390,RECRUITING,HER2-negative Breast Cancer,DEVICE: Oncotherm EHY-2030|DRUG: Paclitaxel|DRUG: Carboplatin|DRUG: Cyclophosphamide/Doxorubicin|PROCEDURE: Breast cancer removal surgery,Semmelweis University,,FEMALE,"ADULT, OLDER_ADULT",PHASE2|PHASE3,120,OTHER,INTERVENTIONAL,2/20/2023,4/30/2025
NCT04367090,COMPLETED,Metastatic Breast Cancer,"DRUG: Docetaxel, trastuzumab|DRUG: Pyrotinib","Jiangsu HengRui Medicine Co., Ltd.",,FEMALE,"ADULT, OLDER_ADULT",PHASE1,97,INDUSTRY,INTERVENTIONAL,5/28/2020,5/24/2023
NCT05012397,TERMINATED,Solid Tumors|Head and Neck Carcinoma|Cholangiocarcinoma|Sarcoma|Lung Adenocarcinoma|Bladder Urothelial Carcinoma|Stomach Adenocarcinoma|Breast Cancer Invasive|Ovarian Carcinoma|Cervical Cancer|Non Small Cell Lung Cancer|Gastric Cancer|Biliary Tract Cancer|Melanoma|Pancreas Cancer|MDM2 Gene Amplification|Testicular Germ Cell Tumor|Adrenocortical Carcinoma,DRUG: RAIN-32,Rain Oncology Inc,,ALL,"ADULT, OLDER_ADULT",PHASE2,40,INDUSTRY,INTERVENTIONAL,11/1/2021,10/15/2023
NCT05684367,RECRUITING,"Fatigue|Breast Cancer|Cancer, Therapy-Related",BEHAVIORAL: Center-Based Walking Exercise|BEHAVIORAL: Home-Based Walking Exercise,University of Florida,,FEMALE,"ADULT, OLDER_ADULT",NA,24,OTHER,INTERVENTIONAL,11/29/2023,2025-08
NCT05464667,RECRUITING,Breast Cancer,RADIATION: Radiation Therapy (RT),Parul Barry,,FEMALE,"ADULT, OLDER_ADULT",NA,24,OTHER,INTERVENTIONAL,2/8/2023,2027-09
NCT04237090,COMPLETED,Breast Cancer|Lung Cancer|Ovarian Cancer|Oesophageal Cancer|Head Cancer Neck|Cervical Cancer|Endometrial Cancer,DRUG: Diphenhydramine|DRUG: Cetirizine|DRUG: Lactose pill|DRUG: Sodium chloride 0.9%,Ciusss de L'Est de l'ÃŽle de MontrÃ©al,,ALL,"ADULT, OLDER_ADULT",PHASE3,27,OTHER,INTERVENTIONAL,2/14/2020,9/4/2020
NCT05909397,RECRUITING,Breast Cancer,DRUG: ARV-471 (PF-07850327)|COMBINATION_PRODUCT: Palbociclib|DRUG: Letrozole|COMBINATION_PRODUCT: Palbociclib,Pfizer,"Arvinas Estrogen Receptor, Inc.",ALL,"ADULT, OLDER_ADULT",PHASE3,1180,INDUSTRY,INTERVENTIONAL,8/9/2023,7/26/2030
NCT05659797,RECRUITING,Breast Cancer,DEVICE: BPET/DBT imaging|DRUG: 18F-FES,Abramson Cancer Center at Penn Medicine,,FEMALE,"ADULT, OLDER_ADULT",EARLY_PHASE1,20,OTHER,INTERVENTIONAL,10/2/2023,2026-01
NCT05784597,RECRUITING,Breast Cancer|Colorectal Cancer|Oesophageal Cancer|Pancreas Adenocarcinoma,DRUG: [68Ga]Ga-OncoFAP administration,Philogen S.p.A.,,ALL,"ADULT, OLDER_ADULT",PHASE1,20,INDUSTRY,INTERVENTIONAL,4/27/2023,2024-01
NCT04465097,COMPLETED,Breast Cancer,DRUG: Tucidinostat|DRUG: Exemestane|DRUG: Ovarian function suppression,"First Affiliated Hospital, Sun Yat-Sen University",,FEMALE,"ADULT, OLDER_ADULT",PHASE2,30,OTHER,INTERVENTIONAL,7/8/2020,10/1/2023
NCT04090567,RECRUITING,Advanced Breast Carcinoma|Anatomic Stage III Breast Cancer AJCC v8|Anatomic Stage IIIA Breast Cancer AJCC v8|Anatomic Stage IIIB Breast Cancer AJCC v8|Anatomic Stage IIIC Breast Cancer AJCC v8|Anatomic Stage IV Breast Cancer AJCC v8|Germline BRCA1 Gene Mutation|Germline BRCA2 Gene Mutation|HER2/Neu Negative|Metastatic Breast Carcinoma|Prognostic Stage III Breast Cancer AJCC v8|Prognostic Stage IIIA Breast Cancer AJCC v8|Prognostic Stage IIIB Breast Cancer AJCC v8|Prognostic Stage IIIC Breast Cancer AJCC v8|Prognostic Stage IV Breast Cancer AJCC v8,DRUG: Cediranib|DRUG: Ceralasertib|DRUG: Olaparib,M.D. Anderson Cancer Center,National Cancer Institute (NCI),FEMALE,"ADULT, OLDER_ADULT",PHASE2,60,OTHER,INTERVENTIONAL,7/28/2020,3/31/2025
NCT05033756,RECRUITING,Malignant Neoplasm of Breast|Breast Cancer,DRUG: Pembrolizumab Injection [Keytruda]|DRUG: Olaparib Oral Tablet [Lynparza],Institut fuer Frauengesundheit,Merck Sharp & Dohme LLC,ALL,"ADULT, OLDER_ADULT",PHASE2,89,OTHER,INTERVENTIONAL,7/30/2022,2026-02
NCT04890197,UNKNOWN,Breast Cancer,DIETARY_SUPPLEMENT: tahini|OTHER: control,National Nutrition and Food Technology Institute,,FEMALE,"ADULT, OLDER_ADULT",NA,50,OTHER,INTERVENTIONAL,5/8/2021,7/15/2021
NCT06254690,RECRUITING,Breast Cancer,DRUG: Pyrotinib dose escalation|DRUG: Pyrotinib dose normal,The First Affiliated Hospital with Nanjing Medical University,Zhongda Hospital|The Affiliated Nanjing Drum Tower Hospital of Nanjing University Medical School|Jingjiang People's Hospital|Yancheng First People's Hospital|Affiliated Hospital of Jiangnan University|Affiliated Hospital of Nantong University|Anhui Provincial Cancer Hospital|Huai'an First People's Hospital|The Affiliated Hospital of Xuzhou Medical University|Suzhou Municipal Hospital|Affiliated Hospital of Jiangsu University,FEMALE,"ADULT, OLDER_ADULT",PHASE2,102,OTHER,INTERVENTIONAL,1/1/2024,12/1/2026
NCT04632797,UNKNOWN,Chemotherapy-induced Peripheral Neuropathy|Chemotherapeutic Toxicity|Chemotherapeutic Agent Toxicity,DEVICE: Hilotherm Chemo Care,Medical University Innsbruck,,FEMALE,"ADULT, OLDER_ADULT",NA,196,OTHER,INTERVENTIONAL,2/3/2020,2/3/2024
NCT04676997,RECRUITING,Triple Negative Breast Cancer,BIOLOGICAL: Camrelizumab|DRUG: Nab paclitaxel|DRUG: Epirubicin|DRUG: Cyclophosphamide,Shandong Cancer Hospital and Institute,"Jiangsu HengRui Medicine Co., Ltd.",FEMALE,"ADULT, OLDER_ADULT",PHASE2,20,OTHER,INTERVENTIONAL,5/20/2020,2/28/2024
NCT05800756,RECRUITING,Breast Cancer,"DRUG: pyrotinib combined with trastuzumab, dalpiciclib and letrozole",Yantai Yuhuangding Hospital,"Jiangsu Hengrui Pharmaceutical Co., Ltd.",FEMALE,"ADULT, OLDER_ADULT",PHASE2,30,OTHER,INTERVENTIONAL,8/4/2022,7/30/2025
NCT05642897,RECRUITING,Breast Cancer Female,BEHAVIORAL: Mind|BEHAVIORAL: Support Group,University of Coimbra,IPATIMUP - Instituto De Patologia E Imunologia Molecular Da Universidade Do Porto,FEMALE,"ADULT, OLDER_ADULT",NA,150,OTHER,INTERVENTIONAL,1/2/2023,8/31/2025
NCT05660083,RECRUITING,HER2-negative Breast Cancer|Metastatic Breast Cancer|Metaplastic Breast Carcinoma|TNBC - Triple-Negative Breast Cancer,DRUG: L-NMMA,The Methodist Hospital Research Institute,Novartis Pharmaceuticals,ALL,"ADULT, OLDER_ADULT",PHASE2,36,OTHER,INTERVENTIONAL,1/12/2023,12/2/2028
NCT06085833,RECRUITING,Breast Cancer,DIAGNOSTIC_TEST: Nanomechanical Phenotype Test,ARTIDIS AG,,ALL,"ADULT, OLDER_ADULT",NA,2706,INDUSTRY,INTERVENTIONAL,11/2/2023,2035-11
NCT04705883,COMPLETED,Vulvar Atrophy|Breast Cancer|Genitourinary Syndrome of Menopause,"DRUG: Prasterone (DHEA), Micronized",Hospital Clinic of Barcelona,,FEMALE,"CHILD, ADULT, OLDER_ADULT",PHASE4,10,OTHER,INTERVENTIONAL,9/1/2020,12/1/2021
NCT05995483,ACTIVE_NOT_RECRUITING,Breast Self-Examination|Breast Cancer|Nursing Caries|Cancer|Awakening Early,OTHER: Early Diagnosis on BSE,Eastern Mediterranean University,,FEMALE,ADULT,NA,76,OTHER,INTERVENTIONAL,4/4/2023,9/4/2023
NCT04913337,RECRUITING,Mesothelioma|Glioblastoma|Renal Cell Carcinoma|Non Small Cell Lung Cancer|Melanoma|Pancreatic Ductal Adenocarcinoma|Gastric Cancer|Squamous Cell Carcinoma of Head and Neck|Cholangiocarcinoma|Breast Cancer|Ovarian Cancer|Cervical Cancer|Endocervical Cancer|Colorectal Cancer|Esophageal Cancer,DRUG: NGM707|DRUG: NGM707 plus pembrolizumab|DRUG: NGM707|DRUG: NGM707|DRUG: NGM707|DRUG: NGM707 plus pembrolizumab|DRUG: NGM707 plus pembrolizumab,"NGM Biopharmaceuticals, Inc",Merck Sharp & Dohme LLC,ALL,"ADULT, OLDER_ADULT",PHASE1|PHASE2,179,INDUSTRY,INTERVENTIONAL,6/9/2021,2025-07
NCT05677737,COMPLETED,Breast Cancer Female,OTHER: Education,Ataturk University,,FEMALE,"ADULT, OLDER_ADULT",NA,165,OTHER,INTERVENTIONAL,8/15/2022,7/15/2023
NCT06067061,NOT_YET_RECRUITING,Triple Negative Breast Neoplasms,COMBINATION_PRODUCT: Atezolizumab + RP1,Institut Curie,Replimune Inc.|Roche Pharma AG,FEMALE,"ADULT, OLDER_ADULT",PHASE1|PHASE2,51,OTHER,INTERVENTIONAL,12/30/2023,4/30/2031
NCT06156761,NOT_YET_RECRUITING,Breast Cancer,DRUG: Mitoxantrone hydrochloride liposome|DRUG: Capecitabine|DRUG: Mitoxantrone hydrochloride liposome|DRUG: Capecitabine,"Cancer Institute and Hospital, Chinese Academy of Medical Sciences","CSPC Ouyi Pharmaceutical Co., Ltd.",FEMALE,"ADULT, OLDER_ADULT",NA,24,OTHER,INTERVENTIONAL,11/28/2023,2025-04
NCT06202261,RECRUITING,Metastatic Breast Cancer|Recurrent Breast Cancer,DRUG: TQB2930 for injection|DRUG: Docetaxel injection,"Chia Tai Tianqing Pharmaceutical Group Co., Ltd.",,ALL,"ADULT, OLDER_ADULT",PHASE1|PHASE2,89,INDUSTRY,INTERVENTIONAL,4/13/2023,2025-10
NCT05398861,NOT_YET_RECRUITING,HER-2 Negative Breast Cancer,DRUG: Utidelone Combined with Bevacizumab,Henan Cancer Hospital,"Qilu Pharmaceutical Co., Ltd.|Beijing Biostar Pharmaceuticals Co., Ltd.",FEMALE,"ADULT, OLDER_ADULT",PHASE2,71,OTHER_GOV,INTERVENTIONAL,6/1/2022,12/30/2024
NCT05639829,COMPLETED,"Cancer, Breast",BEHAVIORAL: Time-restricted eating,University of Alberta,,FEMALE,"ADULT, OLDER_ADULT",NA,22,OTHER,INTERVENTIONAL,8/5/2020,7/28/2021
NCT04862429,UNKNOWN,Breast Cancer|Calcification,OTHER: Contrast enhanced mammography guided biopsy (diagnostic procedure)|OTHER: Mammography guided biopsy (diagnostic procedure),Azienda UnitÃ  Sanitaria Locale Reggio Emilia,General Electric,FEMALE,"ADULT, OLDER_ADULT",NA,200,OTHER_GOV,INTERVENTIONAL,7/24/2021,2022-12
NCT05346861,RECRUITING,HER2-positive Breast Cancer|Metastatic Breast Cancer,DRUG: Trastuzumab plus chemotherapy|DRUG: Trastuzumab in combination with pyrotinib plus chemotherapy,Fudan University,,ALL,"ADULT, OLDER_ADULT",PHASE3,240,OTHER,INTERVENTIONAL,9/15/2021,10/31/2024
NCT04512261,WITHDRAWN,Breast Cancer|Brain Metastases|HER2-positive Breast Cancer|CNS Disease,DRUG: Tucatinib|DRUG: Pembrolizumab|DRUG: Trastuzumab,Reva Basho,Merck Sharp & Dohme LLC|Seagen Inc.,ALL,"ADULT, OLDER_ADULT",PHASE1|PHASE2,0,OTHER,INTERVENTIONAL,6/1/2022,6/1/2024
NCT05891561,NOT_YET_RECRUITING,Breast Cancer,DRUG: Pertuzumab,Shanghai Jiao Tong University School of Medicine,,FEMALE,"ADULT, OLDER_ADULT",PHASE2,125,OTHER,INTERVENTIONAL,2023-07,2026-12
NCT04487561,COMPLETED,Breast Cancer|Breast-conserving Surgery|Axillary Lymph Node Dissection,DEVICE: hemopatch|PROCEDURE: Aspirative drainage,FundaciÃ³n para la InvestigaciÃ³n del Hospital ClÃ­nico de Valencia,,FEMALE,"ADULT, OLDER_ADULT",NA,228,OTHER,INTERVENTIONAL,3/1/2020,2/14/2023
NCT02883361,UNKNOWN,Breast Cancer|Medication Adherence,BEHAVIORAL: Motivational enhancement therapy|BEHAVIORAL: Attention Control,University of Calgary,,FEMALE,"ADULT, OLDER_ADULT",PHASE2|PHASE3,128,OTHER,INTERVENTIONAL,2020-10,2023-01
NCT05374161,RECRUITING,Female Breast Cancer|Depression|Pain,BEHAVIORAL: Acceptance and Commitment Therapy|OTHER: Waitlist Control Group,University of Cyprus,,FEMALE,"ADULT, OLDER_ADULT",NA,88,OTHER,INTERVENTIONAL,1/20/2022,6/30/2025
NCT05332561,RECRUITING,Early-stage Breast Cancer,DRUG: Atezolizumab 1200 mg in 20 ML Injection|DRUG: Inavolisib|DRUG: Ipatasertib|DRUG: Olaparib|DRUG: Sacituzumab govitecan|DRUG: Trastuzumab/pertuzumab,German Cancer Research Center,,ALL,"ADULT, OLDER_ADULT",PHASE2,240,OTHER,INTERVENTIONAL,6/29/2023,2030-12
NCT04273061,RECRUITING,Breast Cancer|Lung Cancer|Gastrointestinal Cancer|Genitourinary Cancer|Gynecologic Cancer|Sarcoma|Unknown Primary Tumors|Head and Neck Cancer|Skin Cancer,DRUG: Atezolizumab,British Columbia Cancer Agency,Hoffmann-La Roche,ALL,"ADULT, OLDER_ADULT",PHASE2,200,OTHER,INTERVENTIONAL,6/17/2020,2026-10
NCT04468061,RECRUITING,Breast Cancer|Triple Negative Breast Cancer|PD-L1 Negative,DRUG: Sacituzumab Govitecan|DRUG: Pembrolizumab,Dana-Farber Cancer Institute,Gilead Sciences|Merck Sharp & Dohme LLC,ALL,"ADULT, OLDER_ADULT",PHASE2,110,OTHER,INTERVENTIONAL,7/20/2020,4/1/2027
NCT06167694,RECRUITING,Unresectable or Metastatic Breast Cancer,DRUG: HRS-8080; Dalpiciclib Isethionate Tablets,"Shandong Suncadia Medicine Co., Ltd.",,FEMALE,"ADULT, OLDER_ADULT",PHASE1|PHASE2,146,INDUSTRY,INTERVENTIONAL,12/20/2023,12/31/2025
NCT06107894,NOT_YET_RECRUITING,Advanced Breast Cancer|Advanced Lung Cancer,BIOLOGICAL: Tumor-infiltrating lymphocytes|DRUG: IL-2,NeogenTC,,ALL,"ADULT, OLDER_ADULT",PHASE1,12,INDUSTRY,INTERVENTIONAL,2024-01,2026-05
NCT04036994,RECRUITING,Breast Cancer|Chemotherapy-induced Alopecia|Alopecia,DEVICE: Photobiomodulation therapy,Hasselt University,Jessa Hospital,FEMALE,"ADULT, OLDER_ADULT",NA,30,OTHER,INTERVENTIONAL,6/17/2020,12/31/2022
NCT04481932,RECRUITING,HER2-positive Breast Cancer,DRUG: Trastuzumab combined with Pyrotinib and chemotherapy,Peking University,,FEMALE,"ADULT, OLDER_ADULT",PHASE2,104,OTHER,INTERVENTIONAL,2020-07,2026-12
NCT05216432,RECRUITING,"PIK3CA Mutation|Solid Tumor, Adult|HER2-negative Breast Cancer|Breast Cancer|Metastatic Breast Cancer|Advanced Breast Cancer|Unresectable Solid Tumor",DRUG: RLY-2608|DRUG: Fulvestrant|DRUG: Palbociclib 125mg|DRUG: Ribociclib 400mg|DRUG: Ribociclib 600mg,"Relay Therapeutics, Inc.",,ALL,"ADULT, OLDER_ADULT",PHASE1,400,INDUSTRY,INTERVENTIONAL,12/8/2021,8/31/2025
NCT05562518,RECRUITING,Vulvovaginal Atrophy|Breast Cancer,DRUG: Estrogen|DRUG: dehydroepiandrosterone|DRUG: Estrogen + probiotics|DRUG: Moisturizer,"University Hospital, Ghent",University Ghent,FEMALE,"ADULT, OLDER_ADULT",PHASE4,160,OTHER,INTERVENTIONAL,3/21/2022,3/1/2027
NCT05890677,RECRUITING,"Lymphedema, Breast Cancer",PROCEDURE: Surgical Intervention|PROCEDURE: Conservative Complex Physical Decongestion Therapy,"University Hospital, Basel, Switzerland","Swiss National Science Foundation|Rising Tide Foundation|Krebsforschung Schweiz, Bern, Switzerland",ALL,"ADULT, OLDER_ADULT",NA,280,OTHER,INTERVENTIONAL,7/14/2023,2035-12
NCT05880394,ACTIVE_NOT_RECRUITING,Breast Cancer Stage IV,DRUG: Gallium-68 DOTATATE|DRUG: Copper-64 DOTATATE,Hoag Memorial Hospital Presbyterian,,FEMALE,"ADULT, OLDER_ADULT",PHASE2,30,OTHER,INTERVENTIONAL,1/10/2023,7/31/2024
NCT04293094,COMPLETED,Advanced Solid Tumors,DRUG: AMG 650,"Volastra Therapeutics, Inc.",Amgen,ALL,"ADULT, OLDER_ADULT",PHASE1,66,INDUSTRY,INTERVENTIONAL,3/11/2020,2/15/2023
NCT05983094,NOT_YET_RECRUITING,Breast Cancer|Neoadjuvant Therapy,DRUG: Utidelone|DRUG: Carboplatin|DRUG: Epirubicin|DRUG: Trastuzumab|DRUG: Pertuzumab,"Cancer Institute and Hospital, Chinese Academy of Medical Sciences",Chinese Academy of Medical Sciences Cancer Hospitalï¼ŒShanxi Center|Chinese Academy of Medical Sciences Cancer Hospitalï¼ŒShenzhen Center|First Affiliated Hospital of China Medical University,FEMALE,"ADULT, OLDER_ADULT",PHASE2,181,OTHER,INTERVENTIONAL,9/1/2023,9/1/2027
NCT04228432,COMPLETED,Breast Cancer,OTHER: Dedicated and coordinated monitoring,Institut Claudius Regaud,,FEMALE,"ADULT, OLDER_ADULT",NA,45,OTHER,INTERVENTIONAL,2/28/2020,7/21/2021
NCT04726332,ACTIVE_NOT_RECRUITING,Neoplasm Malignant|Epithelial Ovarian Cancer|Triple Negative Breast Cancer|Hormone Receptor Positive Breast Carcinoma|Metastatic Castration-resistant Prostate Cancer,DRUG: XL102|DRUG: Fulvestrant|DRUG: Abiraterone|DRUG: Prednisone,Exelixis,,ALL,"ADULT, OLDER_ADULT",PHASE1,373,INDUSTRY,INTERVENTIONAL,2/10/2021,2024-10
NCT05699902,NOT_YET_RECRUITING,"Breast Cancer Female|Pain, Postoperative",PROCEDURE: PECs block during mastectomy|PROCEDURE: Sham block,Assiut University,,FEMALE,"ADULT, OLDER_ADULT",NA,40,OTHER,INTERVENTIONAL,4/1/2023,12/30/2024
NCT04783402,ENROLLING_BY_INVITATION,Breast Neoplasms,OTHER: e-OTCAT program|OTHER: Educational handbook and standard care,Universidad de Granada,,FEMALE,"ADULT, OLDER_ADULT",NA,98,OTHER,INTERVENTIONAL,10/31/2020,12/30/2024
NCT05094102,COMPLETED,Lymphedema|Surgery|Breast Cancer,DEVICE: OnLume Imaging System|DRUG: Indocyanine green,"University of Wisconsin, Madison",National Institutes of Health (NIH)|OnLume Inc.|National Cancer Institute (NCI),FEMALE,"ADULT, OLDER_ADULT",NA,9,OTHER,INTERVENTIONAL,5/5/2022,4/27/2023
NCT05914402,RECRUITING,Breast Cancer,PROCEDURE: axillary surgery de-escalation after NAT,Fudan University,,FEMALE,"ADULT, OLDER_ADULT",NA,100,OTHER,INTERVENTIONAL,6/18/2023,12/1/2025
